,TicketID,Summary,unclean,Top1Grams,Top2Grams,Top3Grams,Top4Grams,Automation Category
606,495706,frequent account lock,Frequent account lock,account,frequent account,frequent account lock,No Pattern,Need Manual Analysis
607,634232,frequent account lockout,Frequent account lockout,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
608,642920,frequent account lockout,Frequent account lockout,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
609,628950,frequent account lockout,Frequent account lockout,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
610,553395,frequent account lockout,Frequent account lockout,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
611,547664,frequent account lockout,Frequent account lockout,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
612,570497,frequent account lockout,Frequent account lockout,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
613,528236,frequent account lockout,Frequent account lockout,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
614,674301,frequent account lockout,frequent account lockout,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
615,659889,frequent account lockout,Frequent account lockout,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
616,498520,frequent account lockout,Frequent account lockout,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
617,499116,frequent account lockout,Frequent account lockout,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
618,488023,frequent account lockout,Frequent account lockout,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
619,468185,frequent account lockout,Frequent account lockout,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
620,470504,frequent account lockout,Frequent Account lockout,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
621,490344,frequent account lockout,Frequent account lockout,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
622,557025,frequent account lockout,Frequent account lockout,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
623,530327,frequent account lockout,Frequent Account lockout,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
624,566812,frequent account lockout,Frequent account lockout,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
625,558032,frequent account lockout,Frequent account lockout,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
626,572997,frequent account lockout,Frequent account lockout,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
627,561842,frequent account lockout,Frequent account lockout,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
628,563924,frequent account lockout,Frequent account lockout,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
629,401092,frequent account lockout,Frequent account lockout,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
630,429627,frequent account lockout issue,Frequent account lockout issue,issue,frequent account,frequent account lockout,frequent account lockout issue,Need Manual Analysis
631,430712,frequent account lockout issue,frequent account lockout issue,issue,frequent account,frequent account lockout,frequent account lockout issue,Need Manual Analysis
632,452819,frequent account lockout problem,Frequent account lockout problem,account,frequent account,frequent account lockout,frequent account lockout problem,Need Manual Analysis
633,601063,frequent account lockout,Frequent account lockout...,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
634,605577,frequent account lockout,Frequent account lockout...,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
635,447033,frequent account lockout,Frequent account lockout...,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
636,431726,frequent account lockout,Frequent account lockout...,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
637,508457,frequent account lockout,Frequent account lockout...,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
638,508016,frequent account lockout,Frequent account lockout...,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
639,506152,frequent account lockout,Frequent account lockout...,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
640,665579,frequent account lockout,Frequent account lockout...,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
641,578926,frequent account lockout,Frequent account lockout...,account,frequent account,frequent account lockout,No Pattern,Need Manual Analysis
642,395877,frequent account lookout,Frequent account lookout,account,frequent account,frequent account lookout,No Pattern,Need Manual Analysis
643,619921,frequent accountlockout,Frequent Accountlockout,frequent,frequent accountlockout,No Pattern,No Pattern,Need Manual Analysis
644,430388,frequent accountlockout,Frequent Accountlockout,frequent,frequent accountlockout,No Pattern,No Pattern,Need Manual Analysis
645,1073739,frequent ad account lockout,Frequent AD account lockout,account,account lockout,ad account lockout,frequent ad account lockout,Need Manual Analysis
646,1091122,frequent connection loss connect client site,Frequent connection loss while connecting to client sites,frequent,connect client,connect client site,loss connect client site,Need Manual Analysis
647,474892,frequent lock,Frequent lock,frequent,frequent lock,No Pattern,No Pattern,Need Manual Analysis
648,471084,frequent lock,Frequent lock,frequent,frequent lock,No Pattern,No Pattern,Need Manual Analysis
649,546357,frequent lock,frequent lock out,frequent,frequent lock,No Pattern,No Pattern,Need Manual Analysis
650,544836,frequent lockout,frequent lockout,frequent,frequent lockout,No Pattern,No Pattern,Need Manual Analysis
651,1012337,frequent lockout issue,frequent lockout issue,issue,lockout issue,frequent lockout issue,No Pattern,Need Manual Analysis
652,954386,frequently account lock issue,Frequently account lock issue,issue,account lock,account lock issue,frequently account lock issue,Need Manual Analysis
653,900101,frequently ask install file,frequently asking to install some file,file,frequently ask,ask install file,frequently ask install file,Need Manual Analysis
654,974321,server connected network face issue needful early,"From  all the servers which we are connected the same network still we are facing the issues, Please do the needful at the earliest.",issue,face issue,server connected network,network face issue needful,Need Manual Analysis
655,946563,th december ecube task reflect employee rajat onle tmss stander task list,from 8th December none of the E-Cube tasks are reflecting for the employee Rajat (284018). Onle TMS's stander tasks are listing.,th,ecube task,ecube task reflect,employee rajat onle tmss,Need Manual Analysis
656,709661,frquent account lock behalf user schemb,frquent account lock behalf user (schemb ),user,account lock,account lock behalf,frquent account lock behalf,Need Manual Analysis
657,1009825,fs file server appear,FS01 file server appears to be down,server,server appear,fs file server,fs file server appear,Need Manual Analysis
658,623240,fsham password issue,FSHAM= password issue,issue,password issue,fsham password issue,No Pattern,Need Manual Analysis
659,709657,ftr approver change,FTR approver changes,change,approver change,ftr approver change,No Pattern,Need Manual Analysis
660,663642,ftrennesasa,FT-Rennes-ASA is down | 10.155.76.6,ftrennesasa,No Pattern,No Pattern,No Pattern,Need Manual Analysis
661,480324,function module upload purchase order,Function Module to upload Purchase Orders,module,function module,function module upload,function module upload purchase,Need Manual Analysis
662,536660,fw critical alarm occur eccasimp model,FW: A CRITICAL alarm has occurred on eccasimp03 (Model Name=CDC5-S2GA-C6500-L2.wipro.com),fw,fw critical,fw critical alarm,fw critical alarm occur,Need Manual Analysis
663,972964,fw critical alarm occur eccasimp model typeswciscoios,FW: A CRITICAL alarm has occurred on eccasimp04 (Model Name=WT-TEMPRE-NSN-L3-SW1.wipro.com)(Model Type=SwCiscoIOS),fw,fw critical,fw critical alarm,fw critical alarm occur,Need Manual Analysis
664,975022,fw critical alarm ecsaclwiprocom chassi,FW: A CRITICAL Alarm on ~ EC4-S28A-C6506-L2.wipro.com ~ 10.209.2.60 ~ CHASSIS DOWN,fw,fw critical,fw critical alarm,critical alarm ecsaclwiprocom chassi,Need Manual Analysis
665,975223,fw change location,FW: Changing location,change,change location,fw change location,No Pattern,Need Manual Analysis
666,501014,fw confirmation appraisal error,FW: Confirmation Appraisal Error,fw,appraisal error,fw confirmation appraisal,fw confirmation appraisal error,Need Manual Analysis
667,501013,fw critical project requirement request,FW: Critical Project requirement: Request No. 2150576,fw,fw critical,project requirement request,critical project requirement request,Need Manual Analysis
668,1056432,fw gts indiadomestic request create wt,FW: GTS India-Domestic 3000505064  Request has been Created - WT01 - 268357,fw,gts indiadomestic,fw gts indiadomestic,fw gts indiadomestic request,Need Manual Analysis
669,930535,fw not access helpline,FW: I do not have access to Helpline,not,access helpline,fw not access,fw not access helpline,Need Manual Analysis
670,1067958,fw incident work progress,FW: Incident No :1086877 is under Work in Progress,work,incident work,incident work progress,fw incident work progress,Need Manual Analysis
671,1046806,fw incident user clarify,FW: Incident No :608859 is under User To Clarify,user,fw incident,incident user clarify,fw incident user clarify,Need Manual Analysis
672,1040970,fw local onsite policy,FW: Local onsite policy,fw,onsite policy,local onsite policy,fw local onsite policy,Need Manual Analysis
673,927110,fw not able log ticket,FW: not able to log a ticket,not,not able,not able log,fw not able log,Need Manual Analysis
674,1083948,fw onsite salary,FW: Onsite Salary,fw,fw onsite,fw onsite salary,No Pattern,Need Manual Analysis
675,950870,fw pci,FW: PCI - 1.4.a,fw,fw pci,No Pattern,No Pattern,Need Manual Analysis
676,1049155,fw pend user ucp reminder,Fw: Pending for User - UCP  #Reminder:2,user,fw pend,fw pend user,pend user ucp reminder,Need Manual Analysis
677,972506,fw pend user ucpticket -PRON- would reminder,FW: Pending for User - UCP-Ticket id: 1035342  #Reminder:3,user,fw pend,fw pend user,fw pend user ucpticket,Need Manual Analysis
678,498103,fw qplc policy query,FW: QPLC policy query,fw,fw qplc,qplc policy query,fw qplc policy query,Need Manual Analysis
679,472736,fw qplc policy query,FW: QPLC policy query,fw,fw qplc,qplc policy query,fw qplc policy query,Need Manual Analysis
680,487013,fw rakesh relocation extension,FW: Rakesh Relocation Extension,fw,relocation extension,fw rakesh relocation,fw rakesh relocation extension,Need Manual Analysis
681,487035,fw rakesh relocation extension,FW: Rakesh Relocation Extension,fw,relocation extension,fw rakesh relocation,fw rakesh relocation extension,Need Manual Analysis
682,498071,fw rakesh relocation extension,FW: Rakesh Relocation Extension,fw,relocation extension,fw rakesh relocation,fw rakesh relocation extension,Need Manual Analysis
683,499274,fw reghlc,FW: REG#HLC#874960,fw,fw reghlc,No Pattern,No Pattern,Need Manual Analysis
684,498959,fw final settlement,FW: Regarding Final settlements-288065,fw,fw final,fw final settlement,No Pattern,Need Manual Analysis
685,475927,fw final settlement,FW: Regarding Final settlements-288065,fw,fw final,fw final settlement,No Pattern,Need Manual Analysis
686,430651,fw final settlement,FW: Regarding Final settlements-288065,fw,fw final,fw final settlement,No Pattern,Need Manual Analysis
687,506268,fw final settlement,FW: Regarding Final settlements-288065,fw,fw final,fw final settlement,No Pattern,Need Manual Analysis
688,1047586,fw relocation,FW: Relocation,fw,fw relocation,No Pattern,No Pattern,Need Manual Analysis
689,1023733,fw spam notification new message,FW: Spam Notification: 2 New Messages,fw,new message,fw spam notification,spam notification new message,Need Manual Analysis
690,1064241,fw test mail,FW: Test Mail,mail,fw test,fw test mail,No Pattern,Need Manual Analysis
691,946562,fw test mail,FW: Test Mail,mail,fw test,fw test mail,No Pattern,Need Manual Analysis
692,951995,fw test mail,FW: Test Mail,mail,fw test,fw test mail,No Pattern,Need Manual Analysis
693,960965,fw test mail,FW: Test Mail,mail,fw test,fw test mail,No Pattern,Need Manual Analysis
694,996630,fw test mail,FW: Test Mail,mail,fw test,fw test mail,No Pattern,Need Manual Analysis
695,989539,fw test t,FW: test ted call,fw,fw test,fw test t,No Pattern,Need Manual Analysis
696,1129811,fw ticket number,FW: Ticket Number :: 663614,number,ticket number,fw ticket number,No Pattern,Need Manual Analysis
697,973184,fw tms link not visible mywipro,FW: TMS link is not visible in mywipro,not,link not,fw tms link,tms link not visible,Need Manual Analysis
698,881668,fw vashist sondhi mywipro not work,FW: Vashist Sondhi - MyWipro not working,not,not work,vashist sondhi mywipro,fw vashist sondhi mywipro,Need Manual Analysis
699,973548,fw ad password expiration reminder mail,FW: Your AD Password Expiration Reminder mail.,mail,ad password,ad password expiration,password expiration reminder mail,likely automatable
700,618790,-PRON- would -PRON- would not login webmail mailbox migrate migrate facing issue,g103317 is my id. with this id i can not login to webmail. my mailbox is migrated to o365. after migrating m facing this issue.,issue,migrate facing,migrate migrate facing,would not login webmail,Need Manual Analysis
701,461972,ga password issue,GA275065- password issue,issue,password issue,ga password issue,No Pattern,Need Manual Analysis
702,726097,gakulka vpn link send,gakulka= vpn link has to be sent,link,link send,vpn link send,gakulka vpn link send,Need Manual Analysis
703,740336,gal modifcation path,gal modifcation path,path,modifcation path,gal modifcation path,No Pattern,Need Manual Analysis
704,619922,gate way,gate way,way,gate way,No Pattern,No Pattern,Need Manual Analysis
705,536332,gateway issue,gateway issue,issue,gateway issue,No Pattern,No Pattern,Need Manual Analysis
706,506288,gateway issue,Gateway issue,issue,gateway issue,No Pattern,No Pattern,Need Manual Analysis
707,521739,gateway issue,Gateway issue,issue,gateway issue,No Pattern,No Pattern,Need Manual Analysis
708,471071,gateway issue,Gateway issue,issue,gateway issue,No Pattern,No Pattern,Need Manual Analysis
709,396366,gateway issue,Gateway Issue,issue,gateway issue,No Pattern,No Pattern,Need Manual Analysis
710,391116,gateway not open,gateway not opening.,not,not open,gateway not open,No Pattern,Need Manual Analysis
711,721197,gateway not work,Gateway not working,not,not work,gateway not work,No Pattern,Need Manual Analysis
712,732578,gateway not work,gateway not working.,not,not work,gateway not work,No Pattern,Need Manual Analysis
713,461403,gateway service not accessible,Gateway service is not accessible.,not,not accessible,gateway service not,gateway service not accessible,Need Manual Analysis
714,484116,inaccessible,Gateway.wipro.com is inaccessible,inaccessible,No Pattern,No Pattern,No Pattern,Need Manual Analysis
715,547566,not work,Gateway.wipro.com is not working,not,not work,No Pattern,No Pattern,Need Manual Analysis
716,391584,gbakshi password issue,Gbakshi= password issue,issue,password issue,gbakshi password issue,No Pattern,Need Manual Analysis
717,570081,gcc odc proxy issue,GCC ODC Proxy issue.,issue,proxy issue,odc proxy issue,gcc odc proxy issue,Need Manual Analysis
718,398888,gcccdcfg gcccdcfg,GCCCDC5-FG1_20121204 - GCCCDC5-FG1_2012120,gcccdcfg,gcccdcfg gcccdcfg,No Pattern,No Pattern,Need Manual Analysis
719,474048,gdcwvsnlmbpcf link crm -PRON- would cnm,GDC_W_VSNL__45MBP_497C2F Link Down CRM ID :CNM10001724231,would,would cnm,gdcwvsnlmbpcf link crm,No Pattern,Need Manual Analysis
720,634270,geo location alert,GEO LOCATION ALERTS,location,location alert,geo location alert,No Pattern,Need Manual Analysis
721,643912,get error window run disk space,getting error as windows is running out of disk space.,get,disk space,get error window,error window run disk,Likely Automatable
722,659005,get loop ip address,Getting Loop back ip address,ip,ip address,loop ip address,get loop ip address,Need Manual Analysis
723,467426,get message repeatedly screen pl guide need,getting this message repeatedly on my screen - pl guide what needs,need,guide need,pl guide need,screen pl guide need,Need Manual Analysis
724,469952,gndc internet site slow,GNDC internet site are very slow.,internet,internet site,gndc internet site,gndc internet site slow,Need Manual Analysis
725,564240,gndc proxy,GNDC proxy,proxy,gndc proxy,No Pattern,No Pattern,Need Manual Analysis
726,573861,gnoc change voice vlan port follow mac address vlan cddca,GNOC – Please change the VOICE VLAN  only for the port with the following MAC addresses to VLAN 50 00-1C-25-9D-D7-CA,port,mac address,port follow mac,follow mac address vlan,Need Manual Analysis
727,561843,gnoc look mac address cce tower stack switch change port datum vlan voice vlan thank,GNOC team- Can you please look for MAC address 00-21-CC-6E-28-96 in the Tower 4 Stack Switch and change this port to data VLAN 15 and voice VLAN 16? Thank you.,port,mac address,tower stack switch,tower stack switch change,Need Manual Analysis
728,531133,gnoc look mac address debin tower stack switch change port vlan,GNOC team- Can you please look for MAC address 28-D2-44-00-E6-B9in the Tower 15 stack switch and change this port to VLAN 252 (10.165.225.240/28)? Thanks,port,mac address,tower stack switch,tower stack switch change,Need Manual Analysis
729,557432,gnoc look mac address debin tower stack switch change port vlan,GNOC team- Can you please look for MAC address 28-D2-44-00-E6-B9in the Tower 15 stack switch and change this port to VLAN 252 (10.165.225.240/28)? Thanks.,port,mac address,tower stack switch,tower stack switch change,Need Manual Analysis
730,566767,google chrome,Google chrome,google,google chrome,No Pattern,No Pattern,Need Manual Analysis
731,437197,google not work,Google not working,not,not work,google not work,No Pattern,Need Manual Analysis
732,605678,get new laptop configure,got a new laptop and should be configured,laptop,new laptop,new laptop configure,get new laptop configure,Need Manual Analysis
733,404339,get new laptop need configure,got a new laptop need to be configured,need,need configure,get new laptop,get new laptop need,Need Manual Analysis
734,428450,greddy mail not work,greddy31= mails not working,not,not work,mail not work,greddy mail not work,Need Manual Analysis
735,440144,group -PRON- would configuration outlook,Group ID configuration in Outlook,would,would configuration,would configuration outlook,No Pattern,Need Manual Analysis
736,600749,group policy issue,group policy issue,issue,group policy,group policy issue,No Pattern,Need Manual Analysis
737,592773,gsk odc onsite unable connect,GSK ODC onsite unable to connect...,odc,unable connect,onsite unable connect,gsk odc onsite unable,Need Manual Analysis
738,453623,gsmc go new server monitor tool nimsoft request enable tcp port wtitms vm server sl vmid ip address,"GSMC are going with new server monitoring tool - NIMSOFT So, request to enable  1. TCP Port 48000 to 48030 bi-directionally from our WT-ITMS VM server''s -  Sl.	     VMID	                                 IP address 1	EC4VBKC3ITMSPRODVM517	10.215.5.61",port,ip address,enable tcp port,port wtitms vm server,Need Manual Analysis
739,401480,gsmc backbone internet access,GSMC Backbone & Internet access down.,access,internet access,gsmc backbone internet,gsmc backbone internet access,likely automatable
740,453084,guest account removal desktop,Guest Account removal from desktop,account,account removal,account removal desktop,guest account removal desktop,Need Manual Analysis
741,514922,guest -PRON- would creation pree meet,Guest Id creation for prees meet,would,would creation,creation pree meet,would creation pree meet,Need Manual Analysis
742,677629,guest internet user count,Guest internet user count,user,internet user,internet user count,guest internet user count,Need Manual Analysis
743,668498,guest wifi aberdeen not work correctly,Guest Wifi (Aberdeen) is not working correctly,not,not work,not work correctly,aberdeen not work correctly,Need Manual Analysis
744,629665,guset -PRON- would creation,Guset Id creation,would,would creation,No Pattern,No Pattern,Need Manual Analysis
745,579633,guset -PRON- would creation,Guset Id creation,would,would creation,No Pattern,No Pattern,Need Manual Analysis
746,395397,guset wifi scope dhcp,Guset Wifi scope full on dhcp,dhcp,guset wifi,guset wifi scope,guset wifi scope dhcp,Need Manual Analysis
747,650919,guwahati location,Guwahati Location Down,location,guwahati location,No Pattern,No Pattern,Need Manual Analysis
748,615809,hard datum recovery,Hard data recovery.,datum,datum recovery,hard datum recovery,No Pattern,Need Manual Analysis
749,745220,hard disk,Hard Disk,disk,hard disk,No Pattern,No Pattern,not likely automatable
750,669949,hard disk corrupt,Hard Disk corrupted,disk,hard disk,hard disk corrupt,No Pattern,not likely automatable
751,587344,hard disk datum recovery,Hard Disk data recovery,disk,hard disk,hard disk datum,hard disk datum recovery,not likely automatable
752,586816,hard disk issue,hard disk issue,issue,hard disk,hard disk issue,No Pattern,not likely automatable
753,883635,hard disk problem,Hard disk problem,problem,hard disk,hard disk problem,No Pattern,not likely automatable
754,868805,hard disk problem,Hard disk problem.,problem,hard disk,hard disk problem,No Pattern,not likely automatable
755,600298,hard disk problem,Hard disk problem...,problem,hard disk,hard disk problem,No Pattern,not likely automatable
756,740065,hard drive not work asset,Hard drive not working for asset 6565200291,not,not work,not work asset,hard drive not work,Need Manual Analysis
757,974333,hard ware issue,hard ware issue,issue,hard ware,hard ware issue,No Pattern,Need Manual Analysis
758,973924,harddisk damage need replacement,Harddisk is damaged needs replacement.....,need,need replacement,harddisk damage need,harddisk damage need replacement,Need Manual Analysis
759,803502,hardisk,Hardisk,hardisk,No Pattern,No Pattern,No Pattern,Need Manual Analysis
760,845960,hardphone issue,Hardphone issue.,issue,hardphone issue,No Pattern,No Pattern,Need Manual Analysis
761,781398,hardware issue,Hardware Issue,issue,hardware issue,No Pattern,No Pattern,Need Manual Analysis
762,779988,hardware issue,hardware issue,issue,hardware issue,No Pattern,No Pattern,Need Manual Analysis
763,492970,hardware issue laptop not get swithc power supply show user update,"Hardware issue , laptop is not getting swithc on there is no power supply shows while do call the user and update",issue,laptop not,hardware issue laptop,issue laptop not get,Need Manual Analysis
764,430537,hardware issue,hardware issue .,issue,hardware issue,No Pattern,No Pattern,Need Manual Analysis
765,599541,hardware issue,Hardware issue..............,issue,hardware issue,No Pattern,No Pattern,Need Manual Analysis
766,996279,hardware problem,hardware problem,problem,hardware problem,No Pattern,No Pattern,Need Manual Analysis
767,778898,hardware problem,hardware problem,problem,hardware problem,No Pattern,No Pattern,Need Manual Analysis
768,785774,hardware problem,hardware problem,problem,hardware problem,No Pattern,No Pattern,Need Manual Analysis
769,620639,hardware problem,Hardware Problem,problem,hardware problem,No Pattern,No Pattern,Need Manual Analysis
770,827770,hardware problem,Hardware problem,problem,hardware problem,No Pattern,No Pattern,Need Manual Analysis
771,680016,hardware problem,Hardware problem,problem,hardware problem,No Pattern,No Pattern,Need Manual Analysis
772,640404,hasim password issue,HASIM- password issue,issue,password issue,hasim password issue,No Pattern,Need Manual Analysis
773,709674,have issue outlook,Having issue with outlook,issue,have issue,have issue outlook,No Pattern,Need Manual Analysis
774,692846,have issue outlook,Having issue with outlook,issue,have issue,have issue outlook,No Pattern,Need Manual Analysis
775,993037,have proxy issue unable connect network,Having proxy issue unable to connect to the network,issue,unable connect,proxy issue unable,proxy issue unable connect,Need Manual Analysis
776,1008507,hdc device not reachable,HDC Devices are not reachable.,not,not reachable,device not reachable,hdc device not reachable,Need Manual Analysis
777,998900,hdc high latency,HDC High Latency,high,high latency,hdc high latency,No Pattern,Need Manual Analysis
778,1002300,hdc internet traffic shift primary secondary,HDC Internet traffic shifting from primary to secondary,internet,primary secondary,traffic shift primary,internet traffic shift primary,Need Manual Analysis
779,834229,hdc location traffic shift primary secondary link,HDC Location traffic shifting from primary to secondary link.,location,primary secondary,traffic shift primary,traffic shift primary secondary,Need Manual Analysis
780,18396,hdc packet shaper shaping issue,HDC Packet Shaper SHAPING ISSUE/,issue,packet shaper,hdc packet shaper,hdc packet shaper shaping,Need Manual Analysis
781,758256,hdc ps report,HDC PS O365 report,report,ps report,hdc ps report,No Pattern,Need Manual Analysis
782,492980,hdc ps report,HDC PS reports,report,ps report,hdc ps report,No Pattern,Need Manual Analysis
783,1005015,hdc slowness,HDC Schneider_Electric-S2S slowness,slowness,hdc slowness,No Pattern,No Pattern,Need Manual Analysis
784,889021,hdc secondary airtel link kindly check date status,HDC Secondary Airtel link Down kindly check and up date the status.,kindly,kindly check,secondary airtel link,airtel link kindly check,Need Manual Analysis
785,1046771,hdc switch not reachable,HDC Switch not reachable,not,not reachable,switch not reachable,hdc switch not reachable,Need Manual Analysis
786,897805,hdccimsec,HDC4-C3750-IM-SEC - 203.91.220.156,hdccimsec,No Pattern,No Pattern,No Pattern,Need Manual Analysis
787,469904,hdccimsec,HDC4-C3750-IM-SEC - GigabitEthernet1/0/3,hdccimsec,No Pattern,No Pattern,No Pattern,Need Manual Analysis
788,530722,hdctclsh run int build configuration current configuration byt interface description uplinktotflact switchport switchport trunk encapsulation dotq switchport trunk nati,HDC4-T5-C6509-L3#sh run int GigabitEthernet1/8 Building configuration...   Current configuration : 211 bytes ! interface GigabitEthernet1/8 description ***Uplink-to-T5-2F-L2-Act*** switchport switchport trunk encapsulation dot1q switchport trunk nati,configuration,dotq switchport,dotq switchport trunk,build configuration current configuration,Need Manual Analysis
789,881877,hdd error,HDD Error  - +14258293720,hdd,hdd error,No Pattern,No Pattern,not likely automatable
790,679732,hdd issue,hdd issue,issue,hdd issue,No Pattern,No Pattern,Need Manual Analysis
791,483650,hdd issue,hdd issue,issue,hdd issue,No Pattern,No Pattern,Need Manual Analysis
792,1112577,hdd issue,HDD ISSUE,issue,hdd issue,No Pattern,No Pattern,Need Manual Analysis
793,1036987,hdd issue,hdd issue,issue,hdd issue,No Pattern,No Pattern,Need Manual Analysis
794,963180,hdd issue,hdd issue,issue,hdd issue,No Pattern,No Pattern,Need Manual Analysis
795,19661,hdd issue,HDD ISSUE,issue,hdd issue,No Pattern,No Pattern,Need Manual Analysis
796,818867,hdd issue,hdd issue,issue,hdd issue,No Pattern,No Pattern,Need Manual Analysis
797,586229,hdd issue,HDD ISSUE,issue,hdd issue,No Pattern,No Pattern,Need Manual Analysis
798,640115,hdd problem,HDD Problem,problem,hdd problem,No Pattern,No Pattern,Need Manual Analysis
799,1050545,hdd problem,HDD Problem,problem,hdd problem,No Pattern,No Pattern,Need Manual Analysis
800,911895,hdd problem,HDD Problem,problem,hdd problem,No Pattern,No Pattern,Need Manual Analysis
801,924397,hdd problem,HDD Problem,problem,hdd problem,No Pattern,No Pattern,Need Manual Analysis
802,1031759,hdd recovery,hdd recovery,hdd,hdd recovery,No Pattern,No Pattern,not likely automatable
803,948483,hdd recovery,HDD RECOVERY,hdd,hdd recovery,No Pattern,No Pattern,not likely automatable
804,911921,hdd recovery,hdd recovery,hdd,hdd recovery,No Pattern,No Pattern,not likely automatable
805,902261,hdd recovery,hdd recovery,hdd,hdd recovery,No Pattern,No Pattern,not likely automatable
806,703924,hdd replacement,HDD REPLACEMENT,hdd,hdd replacement,No Pattern,No Pattern,not likely automatable
807,799730,log assetecscsecl,Healix-Admin||WT-IMG||NETWORK||Error in call logging for the asset:::EC4-S2-C6506-SEC-L3,log,log assetecscsecl,No Pattern,No Pattern,Need Manual Analysis
808,947633,log assetecscsecl,Healix-Admin||WT-IMG||NETWORK||Error in call logging for the asset:::EC4-S2-C6506-SEC-L3,log,log assetecscsecl,No Pattern,No Pattern,Need Manual Analysis
809,560162,log assethdcsfl,Healix-Admin||WT-IMG||NETWORK||Error in call logging for the asset:::HDC5-S8-3F-L2,log,log assethdcsfl,No Pattern,No Pattern,Need Manual Analysis
810,1047211,hello,"Hello,",hello,No Pattern,No Pattern,No Pattern,Need Manual Analysis
811,1047222,help otp,Helped to get otp,help,help otp,No Pattern,No Pattern,Need Manual Analysis
812,1034674,help otp,Helped to get otp,help,help otp,No Pattern,No Pattern,Need Manual Analysis
813,1034551,help user account unlock,helped user for account unlock,user,help user,help user account,help user account unlock,Need Manual Analysis
814,1076943,help user account unlock,helped user for account unlock,user,help user,help user account,help user account unlock,Need Manual Analysis
815,1160896,help user frequent account,helped user for frequent account,user,help user,user frequent account,help user frequent account,Need Manual Analysis
816,887227,help user otp registration,helped user for OTP registration,user,help user,help user otp,help user otp registration,Need Manual Analysis
817,705772,help user otp registration,Helped user for OTP Registration,user,help user,help user otp,help user otp registration,Need Manual Analysis
818,706123,help user otp registration,Helped user for OTP registration,user,help user,help user otp,help user otp registration,Need Manual Analysis
819,757761,help user otp registration,helped user for otp registration,user,help user,help user otp,help user otp registration,Need Manual Analysis
820,827367,help user otp registration,helped user for otp registration,user,help user,help user otp,help user otp registration,Need Manual Analysis
821,21206,help user otp registration,helped user for otp registration,user,help user,help user otp,help user otp registration,Need Manual Analysis
822,17836,help user otp registration,helped user for otp registration,user,help user,help user otp,help user otp registration,Need Manual Analysis
823,17837,help user otp registration,Helped user for OTP registration,user,help user,help user otp,help user otp registration,Need Manual Analysis
824,17835,help user otp registration,helped user for otp registration,user,help user,help user otp,help user otp registration,Need Manual Analysis
825,17838,help user otp registration,helped user for otp registration,user,help user,help user otp,help user otp registration,Need Manual Analysis
826,696085,help user otp registration,helped user for otp registration,user,help user,help user otp,help user otp registration,Need Manual Analysis
827,19120,help user otp registration,helped user for otp registration,user,help user,help user otp,help user otp registration,Need Manual Analysis
828,21188,help user otp registration,Helped user for OTP Registration,user,help user,help user otp,help user otp registration,Need Manual Analysis
829,21189,help user otp registration,Helped user for OTP registration,user,help user,help user otp,help user otp registration,Need Manual Analysis
830,935350,help user otp registration,helped user for otp registration,user,help user,help user otp,help user otp registration,Need Manual Analysis
831,21209,help user otp registration,Helped user for OTP registration,user,help user,help user otp,help user otp registration,Need Manual Analysis
832,17839,help user otp registration,helped user for otp registration,user,help user,help user otp,help user otp registration,Need Manual Analysis
833,21205,help user otp registration,helped user for otp registration,user,help user,help user otp,help user otp registration,Need Manual Analysis
834,21199,help user otp registration,helped user for otp registration,user,help user,help user otp,help user otp registration,Need Manual Analysis
835,21198,help user otp registration,helped user for otp registration,user,help user,help user otp,help user otp registration,Need Manual Analysis
836,1125777,help user otp registration,helped user for otp registration,user,help user,help user otp,help user otp registration,Need Manual Analysis
